# BornAgain Intensity Data
# Simple array suitable for numpy, matlab etc.
# coordinates         intensities
2.074500000000e+00    8.418762402653e+01
2.077500000000e+00    7.661840826590e+01
2.080500000000e+00    6.957364182935e+01
2.083500000000e+00    6.306067899658e+01
2.086500000000e+00    5.708553876041e+01
2.089500000000e+00    5.165290577887e+01
2.092500000000e+00    4.676613447388e+01
2.095500000000e+00    4.242725623029e+01
2.098500000000e+00    3.863698964233e+01
2.101500000000e+00    3.539475374882e+01
2.104500000000e+00    3.269868419130e+01
2.107500000000e+00    3.054565222339e+01
2.110500000000e+00    2.893128649460e+01
2.113500000000e+00    2.784999752482e+01
2.116500000000e+00    2.729500478188e+01
2.119500000000e+00    2.725836626863e+01
2.122500000000e+00    2.773101052103e+01
2.125500000000e+00    2.870277091519e+01
2.128500000000e+00    3.016242217608e+01
2.131500000000e+00    3.209771897722e+01
2.134500000000e+00    3.449543651694e+01
2.137500000000e+00    3.734141295352e+01
2.140500000000e+00    4.062059357821e+01
2.143500000000e+00    4.431707660313e+01
2.146500000000e+00    4.841416043768e+01
2.149500000000e+00    5.289439232605e+01
2.152500000000e+00    5.773961821583e+01
2.155500000000e+00    6.293103372696e+01
2.158500000000e+00    6.844923608854e+01
2.161500000000e+00    7.427427691103e+01
2.164500000000e+00    8.038571565973e+01
2.167500000000e+00    8.676267369682e+01
2.170500000000e+00    9.338388875782e+01
2.173500000000e+00    1.002277697300e+02
2.176500000000e+00    1.072724516002e+02
2.179500000000e+00    1.144958504416e+02
2.182500000000e+00    1.218757183088e+02
2.185500000000e+00    1.293896979139e+02
2.188500000000e+00    1.370153769569e+02
2.191500000000e+00    1.447303419867e+02
2.194500000000e+00    1.525122316715e+02
2.197500000000e+00    1.603387893588e+02
2.200500000000e+00    1.681879148101e+02
2.203500000000e+00    1.760377149981e+02
2.206500000000e+00    1.838665538547e+02
2.209500000000e+00    1.916531008681e+02
2.212500000000e+00    1.993763784235e+02
2.215500000000e+00    2.070158077925e+02
2.218500000000e+00    2.145512536756e+02
2.221500000000e+00    2.219630672112e+02
2.224500000000e+00    2.292321273634e+02
2.227500000000e+00    2.363398806121e+02
2.230500000000e+00    2.432683788680e+02
2.233500000000e+00    2.500003155436e+02
2.236500000000e+00    2.565190597150e+02
2.239500000000e+00    2.628086883148e+02
2.242500000000e+00    2.688540163018e+02
2.245500000000e+00    2.746406247572e+02
2.248500000000e+00    2.801548868647e+02
2.251500000000e+00    2.853839917365e+02
2.254500000000e+00    2.903159660497e+02
2.257500000000e+00    2.949396934682e+02
2.260500000000e+00    2.992449318277e+02
2.263500000000e+00    3.032223280658e+02
2.266500000000e+00    3.068634308870e+02
2.269500000000e+00    3.101607011579e+02
2.272500000000e+00    3.131075200300e+02
2.275500000000e+00    3.156981947978e+02
2.278500000000e+00    3.179279624999e+02
2.281500000000e+00    3.197929912805e+02
2.284500000000e+00    3.212903795304e+02
2.287500000000e+00    3.224181528348e+02
2.290500000000e+00    3.231752587553e+02
2.293500000000e+00    3.235615594847e+02
2.296500000000e+00    3.235778224116e+02
2.299500000000e+00    3.232257086401e+02
2.302500000000e+00    3.225077595139e+02
2.305500000000e+00    3.214273811952e+02
2.308500000000e+00    3.199888273578e+02
2.311500000000e+00    3.181971800526e+02
2.314500000000e+00    3.160583288120e+02
2.317500000000e+00    3.135789480577e+02
2.320500000000e+00    3.107664728866e+02
2.323500000000e+00    3.076290733051e+02
2.326500000000e+00    3.041756269914e+02
2.329500000000e+00    3.004156906636e+02
2.332500000000e+00    2.963594701365e+02
2.335500000000e+00    2.920177891505e+02
2.338500000000e+00    2.874020570592e+02
2.341500000000e+00    2.825242354640e+02
2.344500000000e+00    2.773968038840e+02
2.347500000000e+00    2.720327245537e+02
2.350500000000e+00    2.664454064388e+02
2.353500000000e+00    2.606486685644e+02
2.356500000000e+00    2.546567027481e+02
2.359500000000e+00    2.484840358324e+02
2.362500000000e+00    2.421454915110e+02
2.365500000000e+00    2.356561518415e+02
2.368500000000e+00    2.290313185410e+02
2.371500000000e+00    2.222864741560e+02
2.374500000000e+00    2.154372431999e+02
2.377500000000e+00    2.084993533516e+02
2.380500000000e+00    2.014885968028e+02
2.383500000000e+00    1.944207918476e+02
2.386500000000e+00    1.873117448002e+02
2.389500000000e+00    1.801772123264e+02
2.392500000000e+00    1.730328642768e+02
2.395500000000e+00    1.658942471006e+02
2.398500000000e+00    1.587767479235e+02
2.401500000000e+00    1.516955593655e+02
2.404500000000e+00    1.446656451758e+02
2.407500000000e+00    1.377017067566e+02
2.410500000000e+00    1.308181506464e+02
2.413500000000e+00    1.240290570301e+02
2.416500000000e+00    1.173481493389e+02
2.419500000000e+00    1.107887650024e+02
2.422500000000e+00    1.043638274090e+02
2.425500000000e+00    9.808581912998e+01
2.428500000000e+00    9.196675645608e+01
2.431500000000e+00    8.601816529620e+01
2.434500000000e+00    8.025105847915e+01
2.437500000000e+00    7.467591449949e+01
2.440500000000e+00    6.930265774294e+01
2.443500000000e+00    6.414064022331e+01
2.446500000000e+00    5.919862485931e+01
2.449500000000e+00    5.448477031549e+01
2.452500000000e+00    5.000661742741e+01
2.455500000000e+00    4.577107722800e+01
2.458500000000e+00    4.178442058707e+01
2.461500000000e+00    3.805226947311e+01
2.464500000000e+00    3.457958984152e+01
2.467500000000e+00    3.137068615090e+01
2.470500000000e+00    2.842919750345e+01
2.473500000000e+00    2.575809540357e+01
2.476500000000e+00    2.335968312377e+01
2.479500000000e+00    2.123559666369e+01
2.482500000000e+00    1.938680728439e+01
2.485500000000e+00    1.781362559696e+01
2.488500000000e+00    1.651570718033e+01
2.491500000000e+00    1.549205970016e+01
2.494500000000e+00    1.474105149777e+01
2.497500000000e+00    1.426042161417e+01
2.500500000000e+00    1.404729121202e+01
2.503500000000e+00    1.409817635464e+01
2.506500000000e+00    1.440900209915e+01
2.509500000000e+00    1.497511785751e+01
2.512500000000e+00    1.579131397711e+01
2.515500000000e+00    1.685183948992e+01
2.518500000000e+00    1.815042097712e+01
2.521500000000e+00    1.968028249375e+01
2.524500000000e+00    2.143416649650e+01
2.527500000000e+00    2.340435571515e+01
2.530500000000e+00    2.558269590717e+01
2.533500000000e+00    2.796061943348e+01
2.536500000000e+00    3.052916959123e+01
2.539500000000e+00    3.327902563959e+01
2.542500000000e+00    3.620052845219e+01
2.545500000000e+00    3.928370673005e+01
2.548500000000e+00    4.251830370753e+01
2.551500000000e+00    4.589380428337e+01
2.554500000000e+00    4.939946250906e+01
2.557500000000e+00    5.302432936566e+01
2.560500000000e+00    5.675728076113e+01
2.563500000000e+00    6.058704567965e+01
2.566500000000e+00    6.450223441488e+01
2.569500000000e+00    6.849136681999e+01
2.572500000000e+00    7.254290050695e+01
2.575500000000e+00    7.664525892947e+01
2.578500000000e+00    8.078685928371e+01
2.581500000000e+00    8.495614016299e+01
2.584500000000e+00    8.914158890312e+01
2.587500000000e+00    9.333176855643e+01
2.590500000000e+00    9.751534443485e+01
2.593500000000e+00    1.016811101621e+02
2.596500000000e+00    1.058180131797e+02
2.599500000000e+00    1.099151796491e+02
2.602500000000e+00    1.139619386996e+02
2.605500000000e+00    1.179478459680e+02
2.608500000000e+00    1.218627063827e+02
2.611500000000e+00    1.256965961450e+02
2.614500000000e+00    1.294398838619e+02
2.617500000000e+00    1.330832507900e+02
2.620500000000e+00    1.366177101494e+02
2.623500000000e+00    1.400346254714e+02
2.626500000000e+00    1.433257279449e+02
2.629500000000e+00    1.464831327297e+02
2.632500000000e+00    1.494993542082e+02
2.635500000000e+00    1.523673201483e+02
2.638500000000e+00    1.550803847550e+02
2.641500000000e+00    1.576323405881e+02
2.644500000000e+00    1.600174293310e+02
2.647500000000e+00    1.622303513931e+02
2.650500000000e+00    1.642662743347e+02
2.653500000000e+00    1.661208401055e+02
2.656500000000e+00    1.677901710898e+02
2.659500000000e+00    1.692708749550e+02
2.662500000000e+00    1.705600483033e+02
2.665500000000e+00    1.716552791281e+02
2.668500000000e+00    1.725546480806e+02
2.671500000000e+00    1.732567285541e+02
2.674500000000e+00    1.737605855970e+02
2.677500000000e+00    1.740657736665e+02
2.680500000000e+00    1.741723332401e+02
2.683500000000e+00    1.740807863027e+02
2.686500000000e+00    1.737921307292e+02
2.689500000000e+00    1.733078335875e+02
2.692500000000e+00    1.726298233861e+02
2.695500000000e+00    1.717604812944e+02
2.698500000000e+00    1.707026313666e+02
2.701500000000e+00    1.694595297995e+02
2.704500000000e+00    1.680348532600e+02
2.707500000000e+00    1.664326863168e+02
2.710500000000e+00    1.646575080159e+02
2.713500000000e+00    1.627141776365e+02
2.716500000000e+00    1.606079196711e+02
2.719500000000e+00    1.583443080709e+02
2.722500000000e+00    1.559292498001e+02
2.725500000000e+00    1.533689677450e+02
2.728500000000e+00    1.506699830233e+02
2.731500000000e+00    1.478390967411e+02
2.734500000000e+00    1.448833712464e+02
2.737500000000e+00    1.418101109260e+02
2.740500000000e+00    1.386268425979e+02
2.743500000000e+00    1.353412955466e+02
2.746500000000e+00    1.319613812537e+02
2.749500000000e+00    1.284951728734e+02
2.752500000000e+00    1.249508845044e+02
2.755500000000e+00    1.213368503081e+02
2.758500000000e+00    1.176615035250e+02
2.761500000000e+00    1.139333554395e+02
2.764500000000e+00    1.101609743429e+02
2.767500000000e+00    1.063529645449e+02
2.770500000000e+00    1.025179454831e+02
2.773500000000e+00    9.866453097856e+01
2.776500000000e+00    9.480130868571e+01
2.779500000000e+00    9.093681978330e+01
2.782500000000e+00    8.707953895265e+01
2.785500000000e+00    8.323785468812e+01
2.788500000000e+00    7.942004998326e+01
2.791500000000e+00    7.563428343543e+01
2.794500000000e+00    7.188857081032e+01
2.797500000000e+00    6.819076710509e+01
2.800500000000e+00    6.454854914945e+01
2.803500000000e+00    6.096939878059e+01
2.806500000000e+00    5.746058662707e+01
2.809500000000e+00    5.402915653481e+01
2.812500000000e+00    5.068191066668e+01
2.815500000000e+00    4.742539530513e+01
2.818500000000e+00    4.426588738537e+01
2.821500000000e+00    4.120938178500e+01
2.824500000000e+00    3.826157939348e+01
2.827500000000e+00    3.542787598330e+01
2.830500000000e+00    3.271335190211e+01
2.833500000000e+00    3.012276260346e+01
2.836500000000e+00    2.766053003142e+01
2.839500000000e+00    2.533073487193e+01
2.842500000000e+00    2.313710968247e+01
2.845500000000e+00    2.108303290825e+01
2.848500000000e+00    1.917152379193e+01
2.851500000000e+00    1.740523818137e+01
2.854500000000e+00    1.578646523760e+01
2.857500000000e+00    1.431712504327e+01
2.860500000000e+00    1.299876710964e+01
2.863500000000e+00    1.183256977810e+01
2.866500000000e+00    1.081934050997e+01
2.869500000000e+00    9.959517056690e+00
2.872500000000e+00    9.253169499858e+00
2.875500000000e+00    8.700003149225e+00
2.878500000000e+00    8.299362284492e+00
2.881500000000e+00    8.050234725037e+00
2.884500000000e+00    7.951257209624e+00
2.887500000000e+00    8.000721566753e+00
2.890500000000e+00    8.196581654306e+00
2.893500000000e+00    8.536461045641e+00
2.896500000000e+00    9.017661437832e+00
2.899500000000e+00    9.637171755541e+00
2.902500000000e+00    1.039167792411e+01
2.905500000000e+00    1.127757328218e+01
2.908500000000e+00    1.229096960436e+01
2.911500000000e+00    1.342770870269e+01
2.914500000000e+00    1.468337457439e+01
2.917500000000e+00    1.605330606284e+01
2.920500000000e+00    1.753260999727e+01
2.923500000000e+00    1.911617477618e+01
2.926500000000e+00    2.079868435866e+01
2.929500000000e+00    2.257463262686e+01
2.932500000000e+00    2.443833808280e+01
2.935500000000e+00    2.638395884156e+01
2.938500000000e+00    2.840550788312e+01
2.941500000000e+00    3.049686852450e+01
2.944500000000e+00    3.265181007363e+01
2.947500000000e+00    3.486400362632e+01
2.950500000000e+00    3.712703796785e+01
2.953500000000e+00    3.943443554038e+01
2.956500000000e+00    4.177966843795e+01
2.959500000000e+00    4.415617439090e+01
2.962500000000e+00    4.655737270165e+01
2.965500000000e+00    4.897668009486e+01
2.968500000000e+00    5.140752644460e+01
2.971500000000e+00    5.384337034255e+01
2.974500000000e+00    5.627771447154e+01
2.977500000000e+00    5.870412074934e+01
2.980500000000e+00    6.111622520899e+01
2.983500000000e+00    6.350775258209e+01
2.986500000000e+00    6.587253055325e+01
2.989500000000e+00    6.820450365427e+01
2.992500000000e+00    7.049774676808e+01
2.995500000000e+00    7.274647821368e+01
2.998500000000e+00    7.494507238405e+01
